,status,reference,instansi
305,no,pemprov lampung,pemerintah kabupaten lampung timur
306,yes,pemkab lampung timur,pemerintah kabupaten lampung timur
307,no,pemkab lampung utara,pemerintah kabupaten lampung timur
308,no,pemkab lampung barat,pemerintah kabupaten lampung timur
309,no,pemerintah kabupaten lampung barat,pemerintah kabupaten lampung timur
310,no,pemerintah kabupaten lampung utara,pemerintah kabupaten lampung timur
311,no,pemerintah kabupaten lampung tengah,pemerintah kabupaten lampung timur
312,no,pemkab lampung tengah,pemerintah kabupaten lampung timur
313,no,lembang,pemerintah kabupaten lembata
314,yes,pemkab lembata,pemerintah kabupaten lembata
315,no,pemerintah kabupaten lombok tengah,pemerintah kabupaten lombok barat
316,no,pemkab lombok tengah,pemerintah kabupaten lombok barat
317,yes,pemkab lombok barat,pemerintah kabupaten lombok barat
318,no,pemerintah kabupaten lombok utara,pemerintah kabupaten lombok barat
319,no,pemkab lombok utara,pemerintah kabupaten lombok barat
320,no,pemkab lombok timur,pemerintah kabupaten lombok barat
321,no,pemerintah kabupaten lombok timur,pemerintah kabupaten lombok barat
322,no,pemkab lombok tengah,pemerintah kabupaten lombok utara
323,no,pemerintah kabupaten lombok barat,pemerintah kabupaten lombok utara
324,no,pemkab lombok barat,pemerintah kabupaten lombok utara
325,no,pemerintah kabupaten lombok tengah,pemerintah kabupaten lombok utara
326,yes,pemkab lombok utara,pemerintah kabupaten lombok utara
327,no,pemerintah kabupaten lombok timur,pemerintah kabupaten lombok utara
328,no,pemkab lombok timur,pemerintah kabupaten lombok utara
329,no,pemkab maluku tenggara barat,pemerintah kabupaten malaka
330,no,pemkab maluku barat daya,pemerintah kabupaten malaka
331,no,pemerintah kabupaten maluku tenggara,pemerintah kabupaten malaka
332,no,pemkab maluku tenggara,pemerintah kabupaten malaka
333,no,pemerintah kabupaten maluku tengah,pemerintah kabupaten malaka
334,no,pemkab maluku tengah,pemerintah kabupaten malaka
335,no,pemerintah kabupaten maluku tenggara barat,pemerintah kabupaten malaka
336,yes,pemkab malaka,pemerintah kabupaten malaka
337,no,pemerintah kabupaten maluku barat daya,pemerintah kabupaten malaka
338,no,pemprov maluku,pemerintah kabupaten malaka
339,no,pemerintah provinsi maluku,pemerintah kabupaten malaka
340,no,pemprov maluku,pemerintah kabupaten maluku tenggara
341,no,pemerintah kabupaten maluku barat daya,pemerintah kabupaten maluku tenggara
342,no,pemerintah provinsi maluku,pemerintah kabupaten maluku tenggara
343,no,pemkab maluku barat daya,pemerintah kabupaten maluku tenggara
344,no,pemkab maluku tengah,pemerintah kabupaten maluku tenggara
345,yes,pemkab maluku tenggara,pemerintah kabupaten maluku tenggara
346,no,pemkab malaka,pemerintah kabupaten maluku tenggara
347,no,pemerintah kabupaten maluku tenggara barat,pemerintah kabupaten maluku tenggara
348,no,pemerintah kabupaten malaka,pemerintah kabupaten maluku tenggara
349,no,pemkab maluku tenggara barat,pemerintah kabupaten maluku tenggara
350,no,pemerintah kabupaten maluku tengah,pemerintah kabupaten maluku tenggara
351,no,pemkab malaka,pemerintah kabupaten maluku tenggara barat
352,no,pemerintah kabupaten malaka,pemerintah kabupaten maluku tenggara barat
353,no,pemkab maluku tengah,pemerintah kabupaten maluku tenggara barat
354,no,pemerintah kabupaten maluku tengah,pemerintah kabupaten maluku tenggara barat
355,no,pemerintah provinsi maluku,pemerintah kabupaten maluku tenggara barat
356,no,pemprov maluku,pemerintah kabupaten maluku tenggara barat
357,no,pemerintah kabupaten maluku tenggara,pemerintah kabupaten maluku tenggara barat
358,no,pemkab maluku tenggara,pemerintah kabupaten maluku tenggara barat
359,yes,pemkab maluku tenggara barat,pemerintah kabupaten maluku tenggara barat
360,no,pemerintah kabupaten maluku barat daya,pemerintah kabupaten maluku tenggara barat
361,no,pemkab maluku barat daya,pemerintah kabupaten maluku tenggara barat
362,yes,pemkab merauke,pemerintah kabupaten merauke
363,no,merapi,pemerintah kabupaten merauke
364,no,jakarta raya,pemerintah kabupaten nagan raya
365,yes,pemkab nagan raya,pemerintah kabupaten nagan raya
366,no,pemerintah kabupaten nduga,pemerintah kabupaten ngada
367,no,pemkab nduga,pemerintah kabupaten ngada
368,yes,pemkab ngada,pemerintah kabupaten ngada
369,no,pemkab puncak jaya,pemerintah kabupaten pidie jaya
370,no,pemerintah kabupaten puncak jaya,pemerintah kabupaten pidie jaya
371,yes,pemkab pidie jaya,pemerintah kabupaten pidie jaya
372,no,pemerintah kabupaten pidie,pemerintah kabupaten pidie jaya
373,no,pemkab pidie,pemerintah kabupaten pidie jaya
374,no,pemerintah kabupaten intan jaya,pemerintah kabupaten pidie jaya
375,no,pemkab intan jaya,pemerintah kabupaten pidie jaya
376,no,pemerintah kabupaten lanny jaya,pemerintah kabupaten pidie jaya
377,no,pemkab lanny jaya,pemerintah kabupaten pidie jaya
378,yes,pemkab taliabu,pemerintah kabupaten pulau taliabu
379,no,pemerintah kabupaten pulau morotai,pemerintah kabupaten pulau taliabu
380,no,pemkab pulau morotai,pemerintah kabupaten pulau taliabu
381,yes,pemerintah kabupaten taliabu,pemerintah kabupaten pulau taliabu
382,yes,pemkab pulau taliabu,pemerintah kabupaten pulau taliabu
383,yes,pemkab sarmi,pemerintah kabupaten sarmi
384,no,pemerintah kabupaten seram,pemerintah kabupaten sarmi
385,no,pemkab seram,pemerintah kabupaten sarmi
386,no,kpu kabupaten sikka,pemerintah kabupaten sikka
387,yes,pemkab sikka,pemerintah kabupaten sikka
388,no,bps kabupaten sikka,pemerintah kabupaten sikka
389,no,komisi pemilihan umum kabupaten sikka,pemerintah kabupaten sikka
390,no,badan pusat statistuk kabupaten sikka,pemerintah kabupaten sikka
391,no,pemkab sumba barat daya,pemerintah kabupaten sumba barat
392,no,pemerintah kabupaten sumba barat daya,pemerintah kabupaten sumba barat
393,no,pemprov sumbar,pemerintah kabupaten sumba barat
394,no,pemerintah provinsi sumbar,pemerintah kabupaten sumba barat
395,no,pemerintah kabupaten sumbawa barat,pemerintah kabupaten sumba barat
396,no,pemkab sumbawa barat,pemerintah kabupaten sumba barat
397,no,pemerintah kabupaten sumbawa,pemerintah kabupaten sumba barat
398,no,pemkab sumbawa,pemerintah kabupaten sumba barat
399,yes,pemkab sumba barat,pemerintah kabupaten sumba barat
400,no,pemkab sumba timur,pemerintah kabupaten sumba barat
401,no,pemerintah kabupaten sumba timur,pemerintah kabupaten sumba barat
402,no,pemkab sumba tengah,pemerintah kabupaten sumba barat
403,no,pemerintah kabupaten sumba tengah,pemerintah kabupaten sumba barat
404,no,pemkab sumba timur,pemerintah kabupaten sumba barat daya
405,no,pemerintah kabupaten sumbawa barat,pemerintah kabupaten sumba barat daya
406,no,pemkab sumbawa barat,pemerintah kabupaten sumba barat daya
407,no,pemerintah kabupaten sumba timur,pemerintah kabupaten sumba barat daya
408,no,pemerintah kabupaten sumba barat,pemerintah kabupaten sumba barat daya
409,no,pemerintah kabupaten sumbawa,pemerintah kabupaten sumba barat daya
410,no,pemkab sumbawa,pemerintah kabupaten sumba barat daya
411,no,pemkab sumba barat,pemerintah kabupaten sumba barat daya
412,yes,pemkab sumba barat daya,pemerintah kabupaten sumba barat daya
413,no,pemprov sumbar,pemerintah kabupaten sumba barat daya
414,no,pemerintah provinsi sumbar,pemerintah kabupaten sumba barat daya
415,no,pemerintah kabupaten sumba tengah,pemerintah kabupaten sumba barat daya
416,no,pemkab sumba tengah,pemerintah kabupaten sumba barat daya
417,no,pemerintah kabupaten tanah bumbu,pemerintah kabupaten tanah laut
418,no,pemerintah kabupaten tana tidung,pemerintah kabupaten tanah laut
419,no,pemkab tana tidung,pemerintah kabupaten tanah laut
420,no,pemkab tanah bumbu,pemerintah kabupaten tanah laut
421,yes,pemkab tanah laut,pemerintah kabupaten tanah laut
422,yes,pemkab tts,pemerintah kabupaten timor tengah selatan
423,yes,pemkab timteng selatan,pemerintah kabupaten timor tengah selatan
424,yes,pemerintah kabupaten timteng selatan,pemerintah kabupaten timor tengah selatan
425,yes,pemkab timor tengah selatan,pemerintah kabupaten timor tengah selatan
426,no,pemkab timor tengah utara,pemerintah kabupaten timor tengah selatan
427,no,pemerintah kabupaten timor tengah utara,pemerintah kabupaten timor tengah selatan
428,yes,pemerintah kabupaten tts,pemerintah kabupaten timor tengah selatan
429,yes,pemkab tulang bawang,pemerintah kabupaten tulang bawang
430,no,pemkab tulang bawang barat,pemerintah kabupaten tulang bawang
431,no,pemerintah kabupaten tulang bawang barat,pemerintah kabupaten tulang bawang
432,no,pemkab aceh besar,pemerintah kota banda aceh
433,no,pemerintah kabupaten aceh tengah,pemerintah kota banda aceh
434,yes,pemkot banda aceh,pemerintah kota banda aceh
435,no,pemerintah provinsi nanggroe aceh darusalam,pemerintah kota banda aceh
436,no,pemkab aceh tengah,pemerintah kota banda aceh
437,no,pemerintah kota bandar lampung,pemerintah kota banda aceh
438,no,pemerintah kabupaten aceh jaya,pemerintah kota banda aceh
439,no,pemkab aceh barat,pemerintah kota banda aceh
440,no,pemerintah kabupaten aceh barat,pemerintah kota banda aceh
441,no,pemerintah kabupaten aceh timur,pemerintah kota banda aceh
442,no,pemkab aceh jaya,pemerintah kota banda aceh
443,no,pemkot bandar lampung,pemerintah kota banda aceh
444,no,pemkab aceh timur,pemerintah kota banda aceh
445,no,pemerintah kabupaten aceh selatan,pemerintah kota banda aceh
446,no,pemkab aceh tamiang,pemerintah kota banda aceh
447,no,pemerintah kabupaten aceh tamiang,pemerintah kota banda aceh
448,no,pemkab aceh barat daya,pemerintah kota banda aceh
449,no,pemerintah kabupaten aceh barat daya,pemerintah kota banda aceh
450,no,pemkab aceh singkil,pemerintah kota banda aceh
451,no,pemerintah kabupaten aceh singkil,pemerintah kota banda aceh
452,no,pemkab aceh selatan,pemerintah kota banda aceh
453,no,pemkab aceh tenggara,pemerintah kota banda aceh
454,no,pemerintah kabupaten aceh tenggara,pemerintah kota banda aceh
455,no,pemkab aceh utara,pemerintah kota banda aceh
456,no,pemerintah kabupaten aceh utara,pemerintah kota banda aceh
457,no,pemerintah kabupaten aceh besar,pemerintah kota banda aceh
458,no,pemprov nanggroe aceh darusalam,pemerintah kota banda aceh
459,yes,pemko lhokseumawe,pemerintah kota lhokseumawe
460,yes,pemkot lhokseumawe,pemerintah kota lhokseumawe
461,yes,pemkot sabang,pemerintah kota sabang
462,no,cabang,pemerintah kota sabang
463,yes,pemkot tidore,pemerintah kota tidore kepulauan
464,yes,pemerintah kota tidore,pemerintah kota tidore kepulauan
465,yes,pemkot tidore kepulauan,pemerintah kota tidore kepulauan
466,yes,pemprov kalimantan selatan,pemerintah provinsi kalimantan selatan
467,yes,pemerintah provinsi kalsel,pemerintah provinsi kalimantan selatan
468,yes,pemprov kalsel,pemerintah provinsi kalimantan selatan
469,no,pemerintah provinsi kalimantan tengah,pemerintah provinsi kalimantan selatan
470,no,pemprov kalimantan utara,pemerintah provinsi kalimantan selatan
471,no,pemerintah provinsi kalimantan timur,pemerintah provinsi kalimantan selatan
472,no,pemprov kalimantan timur,pemerintah provinsi kalimantan selatan
473,no,pemprov kalimantan tengah,pemerintah provinsi kalimantan selatan
474,no,pemerintah provinsi kalimantan utara,pemerintah provinsi kalimantan selatan
475,yes,pemprov kaltim,pemerintah provinsi kalimantan timur
476,yes,pemerintah provinsi kaltim,pemerintah provinsi kalimantan timur
477,no,pemerintah provinsi kalimantan selatan,pemerintah provinsi kalimantan timur
478,no,pemprov kalimantan selatan,pemerintah provinsi kalimantan timur
479,yes,pemprov kalimantan timur,pemerintah provinsi kalimantan timur
480,no,pemerintah provinsi kalimantan utara,pemerintah provinsi kalimantan timur
481,no,pemprov kalimantan utara,pemerintah provinsi kalimantan timur
482,no,pemerintah provinsi kalimantan tengah,pemerintah provinsi kalimantan timur
483,no,pemprov kalimantan tengah,pemerintah provinsi kalimantan timur
484,no,pemerintah provinsi maluku,pemerintah provinsi maluku utara
485,yes,pemprov malut,pemerintah provinsi maluku utara
486,yes,pemprov maluku utara,pemerintah provinsi maluku utara
487,yes,pemerintah provinsi malut,pemerintah provinsi maluku utara
488,no,pemprov maluku,pemerintah provinsi maluku utara
489,yes,pemerintah provinsi nad,pemerintah provinsi nangroe aceh darussalam
490,yes,pemprov nad,pemerintah provinsi nangroe aceh darussalam
491,yes,pemprov nangroe aceh darussalam,pemerintah provinsi nangroe aceh darussalam
492,yes,perum bulog kanwil kaltim  kaltara,perum bulog
493,yes,perum bulog kabupaten probolinggo,perum bulog
494,no,perum peruri,perum bulog
495,no,perum damri,perum bulog
496,yes,jasa tirta ii,perum jasa tirta ii
497,yes,jasa tirta 2,perum jasa tirta ii
498,no,jasa tirta i,perum jasa tirta ii
499,no,jasa tirta,perum jasa tirta ii
500,yes,perum perhutani kph bandung utara,perum kehutanan negara perhutani
501,yes,perum perhutani divisi regional jawa barat dan banten,perum kehutanan negara perhutani
502,no,perum produksi film negara pfn,perum kehutanan negara perhutani
503,no ,perum percetakan negara ,perum kehutanan negara perhutani
504,yes,perum ppd,perum pengangkutan penumpang djakarta ppd
505,yes,perusahaan umum pengangkutan penumpang djakarta,perum pengangkutan penumpang djakarta ppd
506,no,pengangkutan penumpang,perum pengangkutan penumpang djakarta ppd
507,no,dinas perumahan rakyat dan permukiman provinsi dki jakarta,perum pengangkutan penumpang djakarta ppd
508,yes,brantas abipraya,pt brantas abipraya persero
509,yes,kantor pusat pt brantas abipraya persero,pt brantas abipraya persero
510,no,kereta api brantas,pt brantas abipraya persero
511,no,pt abishar technologies indonesia,pt brantas abipraya persero
512,yes,dahana,pt dahana persero
513,yes,pt dahana subang,pt dahana persero
514,no,gor dahana,pt dahana persero
515,no,pt dahana berlian motor,pt dahana persero
516,yes,danareksa,pt danareksa persero
517,yes,pt danareksa,pt danareksa persero
518,no,pt bhanda ghara reksa persero,pt danareksa persero
519,no,bareksa,pt danareksa persero
520,yes,djakarta lloyd,pt djakarta lloyd persero
521,yes,pt djakarta lloyd,pt djakarta lloyd persero
522,no,perum pengangkutan penumpang djakarta ppd,pt djakarta lloyd persero
523,no,pt jakarta propertindo,pt djakarta lloyd persero
524,yes,pt dkb,pt dok dan perkapalan kodja bahari persero
525,yes,dok dan perkapalan kodja bahari,pt dok dan perkapalan kodja bahari persero
526,no,pt dok dan perkapalan surabaya persero,pt dok dan perkapalan kodja bahari persero
527,no,pt bahari eka nusantara,pt dok dan perkapalan kodja bahari persero
528,yes,geo dipa energi,pt geodipa energi
529,yes,pt geo dipa energi persero,pt geodipa energi
530,no,geo energy group,pt geodipa energi
531,no,pt geotekindo,pt geodipa energi
532,yes,jiep ecogreen,pt jakarta industrial estate pulogadung
533,yes,pt jiep,pt jakarta industrial estate pulogadung
534,no,balai diklat industri jakarta,pt jakarta industrial estate pulogadung
535,no,hotel orchardz industri jakarta,pt jakarta industrial estate pulogadung
536,yes,jasa raharja,pt jasa raharja persero
537,yes,jasa raharja bandung,pt jasa raharja persero
538,no,pt jasa marga persero tbk,pt jasa raharja persero
539,no,pt jasa sarana,pt jasa raharja persero
540,yes,pt kbn,pt kawasan berikat nusantara persero
541,yes,kawasan berikat nusantara,pt kawasan berikat nusantara persero
542,no,pt kawasan industri wijayakusuma persero,pt kawasan berikat nusantara persero
543,no,pt nusantara laju bersama,pt kawasan berikat nusantara persero
544,yes,kimia farma,pt kimia farma
545,yes,pt kimia farma tbk,pt kimia farma
546,no,pt indofarma,pt kimia farma
547,no,pt bio farma,pt kimia farma
548,yes,pelindo i,pt pelabuhan indonesia i persero
549,yes,pelabuhan indonesia,pt pelabuhan indonesia i persero
550,no,pt pelabuhan indonesia ii,pt pelabuhan indonesia i persero
551,no,pelabuhan indonesia ii,pt pelabuhan indonesia i persero
552,yes,pelabuhan indonesia iii,pt pelabuhan indonesia iii persero
553,yes,pelindo iii,pt pelabuhan indonesia iii persero
554,no,pelabuhan indonesia ii,pt pelabuhan indonesia iii persero
555,no,pelindo,pt pelabuhan indonesia iii persero
556,yes,pelayaran nasional indonesia,pt pelayaran nasional indonesia persero pelni
557,yes,pt pelni,pt pelayaran nasional indonesia persero pelni
558,no,pt pelayaran nasional ekalya purnamasari tbk,pt pelayaran nasional indonesia persero pelni
559,no,pt pelayaran bahtera adhiguna,pt pelayaran nasional indonesia persero pelni
560,yes,pt pp,pt pembangunan perumahan persero
561,yes,pembangunan perumahan,pt pembangunan perumahan persero
562,no,pt pembangunan jaya,pt pembangunan perumahan persero
563,no,pt pembangunan jaya ancol,pt pembangunan perumahan persero
564,yes,pt semen indonesia,pt semen indonesia persero tbk
565,yes,semen indonesia,pt semen indonesia persero tbk
566,no,pt semen baturaja persero,pt semen indonesia persero tbk
567,no,pt tambang semen sukabumi,pt semen indonesia persero tbk
568,yes,pt twc,pt taman wisata candi borobudur prambanan dan ratu boko persero
569,yes,pt taman wisata candi,pt taman wisata candi borobudur prambanan dan ratu boko persero
570,no,taman wisata bougenville,pt taman wisata candi borobudur prambanan dan ratu boko persero
571,no,taman wisata alam sevillage,pt taman wisata candi borobudur prambanan dan ratu boko persero
572,yes,pt vtp,pt varuna tirta prakasya persero
573,yes,varuna tirta prakasya,pt varuna tirta prakasya persero
574,no,pt varuna artha nugraha,pt varuna tirta prakasya persero
575,no,pt tirta investama,pt varuna tirta prakasya persero
576,yes,indofarma tbk,pt indofarma
577,yes,indofarma global medika,pt indofarma
578,yes,indofarma global medika cabang,pt indofarma
579,yes,pt igm,pt indofarma
580,yes,indofarma,pt indofarma
581,no,igm,pt indofarma
582,yes,pt telkom indonesia,pt telkom indonesia persero tbk
583,no,pt telkomsel,pt telkom indonesia persero tbk
584,no,telkom university,pt telkom indonesia persero tbk
585,no,telkom,pt telkom indonesia persero tbk
586,no,kupang,pt semen kupang
587,no,pemkot kupang,pt semen kupang
588,no,pemerintah kota kupang,pt semen kupang
