instansi,status,reference
pemerintah kabupaten maluku tenggara,no,pemkab malaka
pemerintah kabupaten maluku tenggara,no,pemerintah kabupaten maluku tenggara barat
pemerintah kabupaten maluku tenggara,no,pemerintah kabupaten malaka
pemerintah kabupaten maluku tenggara,no,pemkab maluku tenggara barat
pemerintah kabupaten maluku tenggara,no,pemerintah kabupaten maluku tengah
pemerintah kabupaten mamberamo raya,yes,pemkab mamberamo raya
pemerintah kabupaten mamberamo raya,no,pemkab mamberamo tengah
pemerintah kabupaten mamberamo raya,no,pemerintah kabupaten mamberamo tengah
pemerintah kabupaten mamberamo tengah,yes,pemkab mamberamo tengah
pemerintah kabupaten mamberamo tengah,no,pemerintah kabupaten mamberamo raya
pemerintah kabupaten mamberamo tengah,no,pemkab mamberamo raya
pemerintah kabupaten manggarai,yes,pemkab manggarai
pemerintah kabupaten manggarai,no,pemkab manggarai barat
pemerintah kabupaten manggarai,no,pemerintah kabupaten manggarai barat
pemerintah kabupaten manggarai,no,pemkab manggarai timur
pemerintah kabupaten manggarai,no,manggarai
pemerintah kabupaten manggarai,no,pemerintah kabupaten manggarai timur
pemerintah kabupaten manggarai barat,no,pemerintah kabupaten manggarai
pemerintah kabupaten manggarai barat,no,pemkab manggarai
pemerintah kabupaten manggarai barat,no,pemerintah kabupaten manggarai timur
pemerintah kabupaten manggarai barat,yes,pemkab manggarai barat
pemerintah kabupaten manggarai barat,no,manggarai
pemerintah kabupaten manggarai barat,no,pemkab manggarai timur
pemerintah kabupaten manggarai timur,no,pemerintah kabupaten manggarai barat
pemerintah kabupaten manggarai timur,no,pemkab manggarai barat
pemerintah kabupaten manggarai timur,no,pemkab manggarai
pemerintah kabupaten manggarai timur,yes,pemkab manggarai timur
pemerintah kabupaten manggarai timur,no,manggarai
pemerintah kabupaten manggarai timur,no,pemerintah kabupaten manggarai
pemerintah kabupaten manokwari,no,pemerintah kabupaten manokwari selatan
pemerintah kabupaten manokwari,yes,pemkab manokwari
pemerintah kabupaten manokwari,no,pemkab manokwari selatan
pemerintah kabupaten manokwari selatan,yes,pemkab manokwari selatan
pemerintah kabupaten manokwari selatan,no,pemkab manokwari
pemerintah kabupaten manokwari selatan,no,pemerintah kabupaten manokwari
pemerintah kabupaten mappi,no,masyarakat profesi penilai indonesia
pemerintah kabupaten mappi,no,sertifikat mappi
pemerintah kabupaten mappi,yes,pemkab mappi
pemerintah kabupaten mappi,no,merapi
pemerintah kabupaten mesuji,yes,pemkab mesuji
pemerintah kabupaten mesuji,no,kawasan perdesaan prioritas nasional mesuji
pemerintah kabupaten mesuji,no,kppn mesuji
pemerintah kabupaten mimika,yes,pemkab mimika
pemerintah kabupaten mimika,no,timika
pemerintah kabupaten murung raya,yes,pemkab murung raya
pemerintah kabupaten murung raya,no,murung
pemerintah kabupaten nagan raya,no,jakarta raya
pemerintah kabupaten nagan raya,yes,pemkab nagan raya
pemerintah kabupaten nduga,no,pemerintah kabupaten ngada
pemerintah kabupaten nduga,yes,pemkab nduga
pemerintah kabupaten nduga,no,pemkab ngada
pemerintah kabupaten ngada,no,pemerintah kabupaten nduga
pemerintah kabupaten ngada,no,pemkab nduga
pemerintah kabupaten ngada,yes,pemkab ngada
pemerintah kabupaten paniai,no,pantai
pemerintah kabupaten paniai,yes,pemkab paniai
pemerintah kabupaten paser,no,pemkab penajam paser utara
pemerintah kabupaten paser,no,pemerintah kabupaten penajam paser utara
pemerintah kabupaten paser,yes,pemkab paser
pemerintah kabupaten paser,no,pemkab penajam paser
pemerintah kabupaten paser,no,pemerintah kabupaten penajam paser
pemerintah kabupaten penajam paser utara,yes,pemkab penajam paser utara
pemerintah kabupaten penajam paser utara,no,pemerintah kabupaten paser
pemerintah kabupaten penajam paser utara,yes,pemerintah kabupaten penajam paser
pemerintah kabupaten penajam paser utara,no,pemkab paser
pemerintah kabupaten penajam paser utara,yes,pemkab penajam paser
pemerintah kabupaten penajam paser utara,yes,pemkab ppu
pemerintah kabupaten penajam paser utara,yes,pemerintah kabupaten ppu
pemerintah kabupaten pesawaran,yes,pemkab pesawaran
pemerintah kabupaten pesawaran,no,saweran
pemerintah kabupaten pesisir barat,yes,pemkab pesisir barat
pemerintah kabupaten pesisir barat,no,pemerintah kabupaten pesisir selatan
pemerintah kabupaten pesisir barat,no,pemkab pesisir selatan
pemerintah kabupaten pidie,no,pemkab pidie jaya
pemerintah kabupaten pidie,no,pemerintah kabupaten pidie jaya
pemerintah kabupaten pidie,yes,pemkab pidie
pemerintah kabupaten pringsewu,yes,pemkab pringsewu
pemerintah kabupaten pringsewu,no,restoran pringsewu
pemerintah kabupaten pulang pisau,no,kecamatan pulau pisang
pemerintah kabupaten pulang pisau,no,komisi pemilihan umum kabupaten pulang pisau
pemerintah kabupaten pulang pisau,no,kpu kabupaten pulang pisau
pemerintah kabupaten pulang pisau,yes,pemkab pulang pisau
pemerintah kabupaten pulau morotai,yes,pemkab pulau morotai
pemerintah kabupaten pulau morotai,no,pemkab pulau taliabu
pemerintah kabupaten pulau morotai,yes,pemkab morotai
pemerintah kabupaten pulau morotai,no,pemerintah kabupaten pulau taliabu
pemerintah kabupaten pulau morotai,yes,pemerintah kabupaten morotai
pemerintah kabupaten pulau taliabu,yes,pemkab taliabu
pemerintah kabupaten pulau taliabu,no,pemerintah kabupaten pulau morotai
pemerintah kabupaten pulau taliabu,no,pemkab pulau morotai
pemerintah kabupaten pulau taliabu,yes,pemerintah kabupaten taliabu
pemerintah kabupaten pulau taliabu,yes,pemkab pulau taliabu
pemerintah kabupaten puncak jaya,no,pemkab pidie jaya
pemerintah kabupaten puncak jaya,no,pemerintah kabupaten pidie jaya
pemerintah kabupaten puncak jaya,no,pemkot jayapura
pemerintah kabupaten puncak jaya,no,pemkab puncak
pemerintah kabupaten puncak jaya,no,pemerintah kabupaten puncak
pemerintah kabupaten puncak jaya,no,pemerintah kabupaten intan jaya
pemerintah kabupaten puncak jaya,no,pemerintah kabupaten lanny jaya
pemerintah kabupaten puncak jaya,no,pemkab lanny jaya
pemerintah kabupaten puncak jaya,no,puncak
pemerintah kabupaten puncak jaya,no,pemkab intan jaya
pemerintah kabupaten puncak jaya,no,pemerintah kota jayapura
pemerintah kabupaten puncak jaya,yes,pemkab puncak jaya
pemerintah kabupaten rote ndao,no,rsud rote ndao
pemerintah kabupaten rote ndao,no,rumah sakit umum daerah rote ndao
pemerintah kabupaten rote ndao,yes,pemkab rote ndao
pemerintah kabupaten rote ndao,no,suku rote
pemerintah kabupaten rote ndao,no,pulau rote
pemerintah kabupaten seram bagian timur,yes,pemkab seram bagian timur
pemerintah kabupaten seram bagian timur,no,pemkab seram bagian barat
pemerintah kabupaten seram bagian timur,no,pemerintah kabupaten seram barat
pemerintah kabupaten seram bagian timur,yes,pemkab seram timur
pemerintah kabupaten seram bagian timur,yes,pemerintah kabupaten seram timur
pemerintah kabupaten seram bagian timur,no,pemkab seram barat
pemerintah kabupaten seram bagian timur,no,pemerintah kabupaten seram bagian barat
pemerintah kabupaten seruyan,yes,pemkab seruyan
pemerintah kabupaten seruyan,no,sungai seruyan
pemerintah kabupaten sumba barat daya,no,pemkab sumba timur
pemerintah kabupaten sumba barat daya,no,pemerintah kabupaten sumbawa barat
pemerintah kabupaten sumba barat daya,no,pemkab sumbawa barat
pemerintah kabupaten sumba barat daya,no,pemerintah kabupaten sumba timur
pemerintah kabupaten sumba barat daya,no,pemerintah kabupaten sumba barat
pemerintah kabupaten sumba barat daya,no,pemerintah kabupaten sumbawa
pemerintah kabupaten sumba barat daya,no,pemkab sumbawa
pemerintah kabupaten sumba barat daya,no,pemkab sumba barat
pemerintah kabupaten sumba barat daya,yes,pemkab sumba barat daya
pemerintah kabupaten sumba barat daya,no,pemprov sumbar
pemerintah kabupaten sumba barat daya,no,pemerintah provinsi sumbar
pemerintah kabupaten sumba barat daya,no,pemerintah kabupaten sumba tengah
pemerintah kabupaten sumba barat daya,no,pemkab sumba tengah
pemerintah kabupaten sumba tengah,no,pemprov sumteng
pemerintah kabupaten sumba tengah,no,pemerintah kabupaten sumbawa
pemerintah kabupaten sumba tengah,no,pemerintah kabupaten sumba timur
pemerintah kabupaten sumba tengah,no,pemkab sumba timur
pemerintah kabupaten sumba tengah,no,pemkab sumba barat
pemerintah kabupaten sumba tengah,no,pemerintah kabupaten sumba barat daya
pemerintah kabupaten sumba tengah,no,pemkab sumbawa
pemerintah kabupaten sumba tengah,no,pemkab sumba barat daya
pemerintah kabupaten sumba tengah,no,pemkab sumbawa barat
pemerintah kabupaten sumba tengah,no,pemerintah kabupaten sumbawa barat
pemerintah kabupaten sumba tengah,no,pemerintah provinsi sumteng
pemerintah kabupaten sumba tengah,yes,pemkab sumba tengah
pemerintah kabupaten sumba tengah,no,pemerintah kabupaten sumba barat
pemerintah kabupaten sumba timur,yes,pemkab sumba timur
pemerintah kabupaten sumba timur,no,pemerintah kabupaten sumbawa
pemerintah kabupaten sumba timur,no,pemerintah kabupaten sumbawa barat
pemerintah kabupaten sumba timur,no,pemerintah kabupaten sumba barat daya
pemerintah kabupaten sumba timur,no,pemkab sumba barat daya
pemerintah kabupaten sumba timur,no,pemkab sumba tengah
pemerintah kabupaten sumba timur,no,pemerintah kabupaten sumba tengah
pemerintah kabupaten sumba timur,no,pemkab sumba barat
pemerintah kabupaten sumba timur,no,pemerintah kabupaten sumba barat
pemerintah kabupaten sumba timur,no,pemkab sumbawa barat
pemerintah kabupaten sumba timur,no,pemkab sumbawa
pemerintah kabupaten sumbawa,no,pemkab sumba barat daya
pemerintah kabupaten sumbawa,no,pemkab sumba tengah
pemerintah kabupaten sumbawa,no,pemkab sumba barat
pemerintah kabupaten sumbawa,no,pemerintah kabupaten sumba barat
pemerintah kabupaten sumbawa,yes,pemkab sumbawa
pemerintah kabupaten sumbawa,no,pemerintah kabupaten sumba barat daya
pemerintah kabupaten sumbawa,no,pemerintah kabupaten sumba timur
pemerintah kabupaten sumbawa,no,pemkab sumbawa barat
pemerintah kabupaten sumbawa,no,pemerintah kabupaten sumbawa barat
pemerintah kabupaten sumbawa,no,pemerintah kabupaten sumba tengah
pemerintah kabupaten sumbawa,no,pemkab sumba timur
pemerintah kabupaten sumbawa barat,yes,pemkab sumbawa barat
pemerintah kabupaten sumbawa barat,no,pemerintah provinsi sumbar
pemerintah kabupaten sumbawa barat,no,pemkab sumba tengah
pemerintah kabupaten sumbawa barat,no,pemkab sumba timur
pemerintah kabupaten sumbawa barat,no,pemerintah kabupaten sumba timur
pemerintah kabupaten sumbawa barat,no,pemprov sumbar
pemerintah kabupaten sumbawa barat,no,pemerintah provinsi sumatera barat
pemerintah kabupaten sumbawa barat,no,pemprov sumatera barat
pemerintah kabupaten sumbawa barat,no,pemerintah kabupaten sumba barat daya
pemerintah kabupaten sumbawa barat,no,pemkab sumba barat daya
pemerintah kabupaten sumbawa barat,no,pemerintah kabupaten sumbawa
pemerintah kabupaten sumbawa barat,no,pemkab sumbawa
pemerintah kabupaten sumbawa barat,no,pemkab sumba barat
pemerintah kabupaten sumbawa barat,no,pemerintah kabupaten sumba barat
pemerintah kabupaten sumbawa barat,no,pemerintah kabupaten sumba tengah
pemerintah kabupaten supiori,yes,pemkab supiori
pemerintah kabupaten supiori,no,badan pusat statistik kabupaten supiori
pemerintah kabupaten supiori,no,bps kabupaten supiori
pemerintah kabupaten tanah laut,no,pemerintah kabupaten tanah bumbu
pemerintah kabupaten tanah laut,no,pemerintah kabupaten tana tidung
pemerintah kabupaten tanah laut,no,pemkab tana tidung
pemerintah kabupaten tanah laut,no,pemkab tanah bumbu
pemerintah kabupaten tanah laut,yes,pemkab tanah laut
pemerintah kabupaten tanggamus,no,pengadilan agama tanggamus
pemerintah kabupaten tanggamus,no,pa tanggamus
pemerintah kabupaten tanggamus,yes,pemkab tanggamus
pemerintah kabupaten tapin,no,polres tapin
pemerintah kabupaten tapin,yes,pemkab tapin
pemerintah kabupaten timor tengah selatan,yes,pemkab tts
pemerintah kabupaten timor tengah selatan,yes,pemkab timteng selatan
pemerintah kabupaten timor tengah selatan,yes,pemerintah kabupaten timteng selatan
pemerintah kabupaten timor tengah selatan,yes,pemkab timor tengah selatan
pemerintah kabupaten timor tengah selatan,no,pemkab timor tengah utara
pemerintah kabupaten timor tengah selatan,no,pemerintah kabupaten timor tengah utara
pemerintah kabupaten timor tengah selatan,yes,pemerintah kabupaten tts
pemerintah kabupaten timor tengah utara,yes,pemerintah kabupaten timteng utara
pemerintah kabupaten timor tengah utara,yes,pemkab timor tengah utara
pemerintah kabupaten timor tengah utara,yes,pemkab ttu
pemerintah kabupaten timor tengah utara,no,pemkab timor tengah selatan
pemerintah kabupaten timor tengah utara,no,pemerintah kabupaten timor tengah selatan
pemerintah kabupaten timor tengah utara,yes,pemerintah kabupaten ttu
pemerintah kabupaten timor tengah utara,yes,pemkab timteng utara
pemerintah kabupaten tulang bawang,yes,pemkab tulang bawang
pemerintah kabupaten tulang bawang,no,pemkab tulang bawang barat
pemerintah kabupaten tulang bawang,no,pemerintah kabupaten tulang bawang barat
pemerintah kabupaten tulang bawang barat,yes,pemerintah kabupaten tubaba
pemerintah kabupaten tulang bawang barat,no,pemkab tulang bawang
pemerintah kabupaten tulang bawang barat,no,pemerintah kabupaten tulang bawang
pemerintah kabupaten tulang bawang barat,yes,pemkab tubaba
pemerintah kabupaten tulang bawang barat,yes,pemkab tulang bawang barat
pemerintah kabupaten waropen,yes,pemkab waropen
pemerintah kabupaten waropen,no,bps kabupaten waropen
pemerintah kabupaten waropen,no,suku waropen
pemerintah kabupaten waropen,no,bps waropen
pemerintah kabupaten waropen,no,badan pusat statistik kabupaten waropen
pemerintah kabupaten way kanan,yes,pemkab way kanan
pemerintah kabupaten way kanan,no,way kambas
pemerintah kabupaten yalimo,no,pemerintah kabupaten yahukimo
pemerintah kabupaten yalimo,yes,pemkab yalimo
pemerintah kabupaten yalimo,no,pemkab yahukimo
pemerintah kota ambon,no,bika ambon
pemerintah kota ambon,yes,pemkot ambong
pemerintah kota ambon,yes,pemerintah kota ambong
pemerintah kota ambon,yes,pemkot ambon
pemerintah kota ambon,no,pulau ambon
pemerintah kota balikpapan,no,pengadilan agama balikpapan
pemerintah kota balikpapan,no,pa balikpapan
pemerintah kota balikpapan,no,universitas balikpapan
pemerintah kota balikpapan,yes,pemkot balikpapan
pemerintah kota bandar lampung,yes,pemkot bandarlampung
pemerintah kota bandar lampung,yes,pemerintah kota bandarlampung
pemerintah kota bandar lampung,no,pemkot banda aceh
pemerintah kota bandar lampung,no,pemprov lampung
pemerintah kota bandar lampung,yes,pemkot bandar lampung
pemerintah kota bandar lampung,no,pemkab lampung timur
pemerintah kota bandar lampung,no,pemerintah kabupaten lampung timur
pemerintah kota bandar lampung,no,pemkab lampung barat
pemerintah kota bandar lampung,no,pemkab lampung tengah
pemerintah kota bandar lampung,no,pemerintah kabupaten lampung tengah
pemerintah kota bandar lampung,no,pemkab lampung utara
pemerintah kota bandar lampung,no,pemerintah kabupaten lampung utara
pemerintah kota bandar lampung,no,pemerintah provinsi lampung
pemerintah kota bandar lampung,no,pemerintah kabupaten lampung barat
pemerintah kota bandar lampung,no,pemerintah kabupaten lampung selatan
pemerintah kota bandar lampung,no,pemerintah kota banda aceh
pemerintah kota bandar lampung,no,pemkab lampung selatan
pemerintah kota banjarbaru,no,pemkot banjarmasin
pemerintah kota banjarbaru,no,pemerintah kota banjarmasin
pemerintah kota banjarbaru,yes,pemkot banjarbaru
pemerintah kota banjarbaru,no,pemerintah kabupaten banjar
pemerintah kota banjarbaru,no,pemkab banjar
pemerintah kota banjarbaru,no,pemerintah kota banjar
pemerintah kota banjarbaru,no,pemkot banjar
pemerintah kota banjarmasin,no,pemerintah kota banjar
pemerintah kota banjarmasin,no,pemkot banjar
pemerintah kota banjarmasin,no,pemkab banjar
pemerintah kota banjarmasin,yes,pemkot banjarmasin
pemerintah kota banjarmasin,no,pemerintah kabupaten banjar
pemerintah kota banjarmasin,no,pemkot banjarbaru
pemerintah kota banjarmasin,no,pemerintah kota banjarbaru
pemerintah kota banjarmasin,yes,pemerintah kota banjarmasih
pemerintah kota banjarmasin,yes,pemkot banjarmasih
pemerintah kota bima,yes,pemkot bima
pemerintah kota bima,no,stie bima
pemerintah kota bima,no,bima tri
pemerintah kota bima,no,bima kemdikbudristek
pemerintah kota bontang,no,banteng
pemerintah kota bontang,yes,pemkot bontang
pemerintah kota jayapura,no,pemerintah kabupaten puncak jaya
pemerintah kota jayapura,yes,pemkot jayapura
pemerintah kota jayapura,no,pemkab puncak jaya
pemerintah kota kupang,yes,pemkot kupang
pemerintah kota kupang,no,pt semen kupang
pemerintah kota langsa,no,bangsa
pemerintah kota langsa,yes,pemkot langsa
pemerintah kota lhokseumawe,yes,pemko lhokseumawe
pemerintah kota lhokseumawe,yes,pemkot lhokseumawe
pemerintah kota mataram,no,pemkab mahakam
pemerintah kota mataram,yes,pemkot mataram
pemerintah kota mataram,no,pemerintah kabupaten mahakam
pemerintah kota metro,no,kota metropolitan
pemerintah kota metro,no,metro tv
pemerintah kota metro,yes,pemkot metro
pemerintah kota palangka raya,yes,pemkot palangkaraya
pemerintah kota palangka raya,yes,pemkot palangka raya
pemerintah kota palangka raya,yes,pemerintah kota palangkaraya
pemerintah kota sabang,yes,pemkot sabang
pemerintah kota sabang,no,cabang
pemerintah kota subulussalam,yes,pemkot subulussalam
pemerintah kota subulussalam,no,polres subulussalam
pemerintah kota tanjung pinang,yes,pemkot tanjungpinang
pemerintah kota tanjung pinang,yes,pemerintah kota tanjungpinang
